user_id,clicks,time_spent,purchase_count,page_views,cart_additions,customer_segment,month
17757,30,365,1000,275,1000,2,Dec
16161,19,365,1000,286,1000,2,Dec
13069,24,365,1000,281,1000,2,Dec
17231,10,349,1000,292,1000,2,Nov
17364,11,330,1000,288,1000,2,Dec
17059,5,339,1000,292,1000,2,Nov
14704,9,168,1000,288,1000,2,Nov
14415,13,359,1000,283,1000,2,Dec
13408,62,365,1000,234,1000,2,Dec
13004,18,346,1000,277,1000,2,Nov
12540,17,342,1000,277,1000,2,Nov
17315,38,355,1000,256,1000,2,Dec
14895,20,282,1000,273,1000,2,Dec
15150,10,251,1000,282,1000,2,Nov
17799,10,339,1000,280,1000,2,Nov
14194,21,303,1000,269,1000,2,Dec
14085,18,365,1000,272,1000,2,Dec
12681,22,353,1000,267,1000,2,Nov
17965,14,331,1000,274,1000,2,Nov
17706,17,362,1000,270,1000,2,Dec
17365,8,320,1000,278,1000,2,Nov
14367,16,267,1000,270,1000,2,Dec
13488,13,350,1000,271,1000,2,Nov
16558,20,365,1000,264,1000,2,Dec
14535,3,188,1000,280,1000,1,Oct
12621,20,364,1000,261,1000,2,Dec
17428,28,365,1000,252,1000,2,Dec
18283,16,333,1000,263,1000,2,Dec
16710,10,349,1000,268,1000,2,Nov
17107,6,244,1000,269,1000,2,Nov
14071,8,261,995,271,995,2,Dec
12474,18,312,1000,253,1000,2,Nov
12451,5,313,1000,265,1000,2,Nov
12921,37,364,1000,233,1000,2,Nov
16712,11,266,1000,259,1000,2,Nov
17675,31,365,1000,239,1000,2,Dec
13268,11,249,1000,257,1000,2,Nov
12428,9,257,1000,258,1000,2,Nov
17576,19,357,1000,245,1000,2,Dec
13050,17,351,1000,246,1000,2,Nov
12536,3,15,1000,260,1000,1,Oct
13209,8,331,1000,255,1000,2,Nov
14432,6,79,1000,256,1000,1,Nov
12484,6,303,1000,256,1000,2,Nov
15786,3,68,1000,257,1000,1,Oct
16813,10,196,1000,248,1000,2,Dec
14800,12,322,1000,246,1000,2,Oct
13709,13,311,1000,244,1000,2,Dec
13458,14,352,1000,242,1000,2,Dec
16729,21,203,1000,234,1000,2,Nov
14546,5,243,1000,250,1000,1,Dec
15640,15,365,1000,240,1000,2,Dec
12841,25,365,1000,229,1000,2,Dec
17581,25,365,1000,229,1000,2,Dec
16746,18,354,1000,234,1000,2,Dec
16133,33,314,1000,219,1000,2,Dec
15044,17,342,1000,233,1000,2,Nov
12757,13,195,1000,237,1000,2,Nov
12867,7,333,1000,240,1000,2,Nov
13975,6,245,1000,240,1000,1,Nov
18122,6,142,1000,239,1000,1,Dec
15601,14,361,1000,230,1000,2,Nov
15443,7,318,1000,237,1000,2,Dec
15570,12,362,1000,231,1000,2,Dec
15752,7,333,1000,236,1000,2,Oct
13148,12,335,1000,231,1000,2,Nov
16843,16,284,1000,226,1000,2,Oct
13755,9,59,1000,232,1000,1,Dec
13418,18,360,1000,223,1000,2,Nov
12626,9,303,1000,232,1000,2,Nov
17340,11,336,1000,229,1000,2,Nov
12682,31,365,1000,209,1000,2,Dec
13869,4,233,1000,234,1000,1,Aug
15805,17,341,1000,220,1000,2,Nov
12705,9,341,1000,228,1000,2,Nov
12517,5,161,1000,232,1000,1,Nov
12720,25,365,1000,211,1000,2,Dec
15427,3,13,1000,233,1000,1,Nov
13319,26,360,1000,209,1000,2,Dec
17284,6,276,1000,229,1000,1,Oct
18055,10,362,1000,223,1000,2,Dec
14903,5,257,1000,227,1000,1,Nov
13174,3,352,1000,228,1000,1,Nov
16940,3,237,1000,226,1000,1,Oct
15984,10,365,1000,217,1000,2,Dec
17625,4,239,1000,223,1000,1,Nov
12433,7,365,1000,219,1000,1,Dec
17870,12,364,1000,214,1000,2,Dec
12472,7,336,1000,219,1000,1,Nov
14525,9,341,1000,217,1000,2,Nov
15356,10,336,1000,215,1000,2,Nov
17613,14,282,1000,211,1000,2,Nov
16007,4,167,1000,221,1000,1,Oct
14329,7,312,1000,218,1000,1,Nov
15194,15,365,1000,209,1000,2,Dec
15249,13,224,1000,211,1000,2,Nov
13097,10,327,1000,214,1000,2,Nov
15910,8,315,1000,215,1000,1,Dec
14286,3,219,1000,220,1000,1,Nov
16764,13,139,1000,209,1000,1,Dec
15750,8,364,1000,214,1000,1,Dec
13468,37,365,1000,184,1000,2,Dec
16426,10,273,1000,211,1000,1,Dec
12714,5,285,1000,216,1000,1,Nov
12378,1,1,1000,219,1000,1,Aug
15727,7,342,1000,213,1000,1,Nov
13471,4,46,1000,214,1000,1,Dec
14030,8,348,1000,210,1000,1,Nov
12359,4,274,1000,214,1000,1,Oct
14936,8,241,1000,210,1000,1,Nov
16938,4,300,1000,212,1000,1,Dec
12957,8,329,1000,208,1000,1,Nov
16655,6,314,1000,208,1000,1,Nov
14702,17,364,1000,196,1000,2,Dec
12637,8,256,1000,205,1000,1,Oct
16910,8,86,886,318,886,2,Dec
13742,12,303,1000,200,1000,2,Nov
17686,7,295,1000,205,1000,1,Dec
12766,7,362,1000,205,1000,1,Dec
15834,4,206,965,242,965,1,Sep
17865,20,333,1000,191,1000,2,Nov
12362,10,292,1000,201,1000,1,Dec
17049,9,273,1000,201,1000,1,Dec
17377,20,349,1000,190,1000,2,Nov
15058,11,286,1000,199,1000,1,Nov
18102,60,365,1000,150,1000,2,Dec
13334,3,223,1000,207,1000,1,Sep
14711,11,252,978,221,978,2,Nov
17769,10,308,1000,200,1000,1,Nov
15152,13,177,1000,196,1000,1,Nov
14701,9,305,932,268,932,2,Nov
17677,30,365,1000,178,1000,2,Dec
15615,23,348,1000,184,1000,2,Nov
14547,8,50,1000,198,1000,1,Dec
17243,26,365,1000,180,1000,2,Dec
13198,6,351,1000,199,1000,1,Nov
14562,18,300,1000,187,1000,2,Dec
16771,5,304,1000,200,1000,1,Nov
14961,9,349,1000,193,1000,1,Nov
17975,13,351,1000,189,1000,2,Nov
15513,19,340,1000,183,1000,2,Nov
17690,15,342,1000,186,1000,2,Nov
15271,15,358,1000,184,1000,2,Dec
15382,6,280,1000,193,1000,1,Nov
14178,7,173,1000,191,1000,1,Dec
15531,2,22,1000,196,1000,1,Dec
14277,3,197,1000,195,1000,1,Nov
14572,7,320,1000,190,1000,1,Dec
12700,4,207,1000,193,1000,1,Dec
12477,6,278,1000,191,1000,1,Nov
14057,17,336,1000,179,1000,2,Nov
14422,6,266,1000,189,1000,1,Dec
17827,5,359,1000,190,1000,1,Dec
17593,5,349,1000,190,1000,1,Dec
13988,6,234,1000,188,1000,1,Nov
15676,3,265,1000,191,1000,1,Nov
17416,7,251,1000,186,1000,1,Nov
14426,10,289,1000,183,1000,1,Nov
13269,15,365,1000,177,1000,2,Dec
12683,15,361,1000,177,1000,2,Dec
13599,21,365,1000,171,1000,2,Dec
17528,8,70,1000,183,1000,1,Dec
14189,15,365,1000,176,1000,2,Dec
16242,7,268,1000,184,1000,1,Dec
16440,5,206,1000,186,1000,1,Dec
14395,9,365,1000,181,1000,1,Dec
16670,11,341,1000,179,1000,1,Nov
12476,11,345,1000,177,1000,1,Nov
14146,5,348,1000,183,1000,1,Dec
13124,3,269,1000,185,1000,1,Sep
12597,4,248,1000,184,1000,1,Nov
16474,7,137,943,237,943,1,Dec
13505,4,159,1000,182,1000,1,Sep
17015,3,156,1000,182,1000,1,Nov
17348,5,283,1000,180,1000,1,Nov
17449,7,357,1000,178,1000,1,Dec
16873,6,359,1000,179,1000,1,Dec
12744,7,266,1000,178,1000,1,Oct
17426,6,274,1000,179,1000,1,Dec
14808,8,132,1000,176,1000,1,Oct
14849,25,351,1000,159,1000,2,Nov
13098,28,316,1000,156,1000,2,Dec
15804,13,198,1000,170,1000,1,Dec
16779,22,364,1000,161,1000,2,Dec
16818,11,194,1000,172,1000,1,Nov
16717,6,342,1000,176,1000,1,Nov
14719,5,247,1000,177,1000,1,Dec
17716,11,245,1000,171,1000,1,Nov
17585,4,228,1000,176,1000,1,Aug
17861,8,316,1000,172,1000,1,Dec
17400,5,226,1000,175,1000,1,Aug
12971,86,365,1000,94,1000,2,Dec
16081,5,310,1000,175,1000,1,Oct
12471,30,362,1000,150,1000,2,Dec
13001,13,322,1000,166,1000,1,Dec
15301,12,317,1000,167,1000,1,Oct
18145,4,299,1000,174,1000,1,Nov
15622,9,239,1000,169,1000,1,Oct
12431,15,338,1000,163,1000,2,Nov
14099,11,338,1000,167,1000,1,Nov
16115,8,282,1000,169,1000,1,Nov
15502,12,353,1000,164,1000,1,Nov
17589,4,180,1000,172,1000,1,Oct
16187,15,252,1000,160,1000,1,Nov
17050,6,203,1000,169,1000,1,Sep
17596,7,345,1000,168,1000,1,Nov
12949,8,221,1000,166,1000,1,Nov
16265,9,355,1000,164,1000,1,Nov
15572,7,273,1000,166,1000,1,Dec
16700,13,357,1000,159,1000,1,Dec
16523,21,313,1000,151,1000,2,Dec
12688,1,1,1000,171,1000,1,Aug
13798,57,365,1000,113,1000,2,Dec
17191,7,340,1000,163,1000,1,Nov
17450,46,359,1000,124,1000,2,Dec
14446,4,245,933,233,933,1,Dec
14688,21,365,1000,148,1000,2,Dec
15416,4,218,1000,165,1000,1,Oct
13571,12,240,1000,157,1000,1,Nov
12627,7,129,1000,162,1000,1,Nov
13013,13,365,1000,155,1000,1,Dec
13680,4,337,1000,164,1000,1,Dec
13871,13,286,1000,155,1000,1,Nov
12417,9,354,1000,158,1000,1,Dec
16550,5,259,1000,162,1000,1,Aug
17419,12,355,1000,155,1000,1,Nov
14498,5,319,1000,162,1000,1,Oct
17463,5,296,1000,162,1000,1,Nov
12749,5,209,1000,160,1000,1,Dec
16745,17,225,1000,148,1000,1,Sep
13842,9,308,1000,155,1000,1,Oct
13102,24,363,1000,140,1000,2,Dec
13654,6,230,1000,157,1000,1,Oct
18225,12,361,1000,150,1000,1,Dec
15046,15,329,1000,147,1000,1,Nov
13523,5,333,1000,157,1000,1,Nov
13735,4,209,1000,158,1000,1,Nov
14125,3,67,1000,159,1000,1,Nov
16609,7,237,1000,155,1000,1,Nov
18204,3,121,1000,159,1000,1,Sep
16657,4,244,1000,158,1000,1,Nov
13285,4,266,1000,157,1000,1,Nov
12539,4,311,1000,157,1000,1,Nov
13015,5,195,1000,156,1000,1,Oct
12856,6,55,1000,155,1000,1,Dec
14472,8,251,1000,153,1000,1,Aug
12481,10,342,1000,150,1000,1,Nov
18245,7,347,1000,153,1000,1,Dec
13527,7,293,1000,153,1000,1,Nov
17651,10,165,1000,149,1000,1,Nov
16767,11,285,1000,148,1000,1,Nov
16592,16,283,1000,142,1000,1,Dec
14040,12,290,1000,146,1000,1,Oct
14191,13,218,1000,145,1000,1,Dec
17211,8,342,1000,150,1000,1,Nov
14016,4,195,1000,154,1000,1,Jul
14713,11,355,1000,146,1000,1,Nov
17728,3,82,1000,153,1000,1,Dec
17571,4,248,905,247,905,1,Oct
15764,6,188,1000,150,1000,1,Sep
14291,11,273,1000,145,1000,1,Dec
14659,9,306,1000,147,1000,1,Dec
16945,19,336,1000,137,1000,2,Nov
14307,6,284,1000,150,1000,1,Sep
16395,5,270,1000,150,1000,1,Oct
16255,8,348,1000,146,1000,1,Nov
16607,14,341,1000,140,1000,1,Nov
14963,5,173,1000,149,1000,1,Nov
16705,20,358,1000,133,1000,2,Dec
16919,11,212,1000,141,1000,1,Jul
15379,7,189,1000,145,1000,1,Jun
14121,4,56,1000,148,1000,1,Dec
15065,4,253,1000,148,1000,1,Nov
12836,4,252,1000,148,1000,1,Oct
14649,4,207,1000,148,1000,1,Dec
18226,11,293,1000,141,1000,1,Oct
14554,4,42,1000,147,1000,1,Nov
16556,7,293,1000,144,1000,1,Oct
15955,14,348,1000,137,1000,1,Nov
15858,5,351,1000,145,1000,1,Nov
16409,5,281,1000,145,1000,1,Nov
13437,7,175,1000,143,1000,1,Nov
12501,1,1,1000,149,1000,1,Jan
13507,4,142,1000,146,1000,1,Dec
13700,10,300,1000,139,1000,1,Nov
15144,17,304,1000,132,1000,1,Dec
13901,5,246,1000,144,1000,1,Sep
13644,4,89,1000,144,1000,1,Nov
16327,6,355,1000,142,1000,1,Nov
15696,8,293,1000,140,1000,1,Nov
16839,34,360,1000,114,1000,2,Dec
17084,2,1,1000,146,1000,1,Nov
17228,8,356,1000,140,1000,1,Nov
15974,7,249,1000,141,1000,1,Oct
13184,10,275,1000,138,1000,1,Nov
12370,4,309,1000,143,1000,1,Oct
16684,28,353,1000,119,1000,2,Dec
15114,10,271,1000,136,1000,1,Nov
14530,6,270,1000,140,1000,1,Nov
15808,4,63,1000,142,1000,1,Feb
15089,6,118,1000,139,1000,1,Nov
16145,11,351,1000,134,1000,1,Dec
18109,26,365,1000,119,1000,2,Dec
12473,5,162,1000,140,1000,1,Nov
13534,25,355,1000,119,1000,2,Dec
14390,9,362,1000,135,1000,1,Nov
14639,6,309,1000,138,1000,1,Oct
15235,12,155,1000,132,1000,1,May
15021,9,357,847,287,847,2,Dec
12444,5,149,1000,138,1000,1,Nov
16814,21,355,1000,122,1000,2,Nov
15518,8,268,1000,135,1000,1,Oct
13448,6,357,1000,137,1000,1,Nov
15296,6,275,1000,137,1000,1,Oct
14175,3,269,1000,139,1000,1,Oct
14591,4,197,1000,138,1000,1,Nov
16019,9,317,1000,133,1000,1,Oct
17997,8,89,1000,133,1000,1,Sep
12490,10,324,1000,131,1000,1,Dec
17730,13,323,1000,127,1000,1,Dec
13588,9,239,1000,131,1000,1,Nov
12662,11,365,1000,129,1000,1,Dec
13139,7,243,1000,132,1000,1,Nov
17659,12,354,1000,127,1000,1,Nov
15484,4,77,1000,135,1000,1,Dec
14755,11,324,1000,128,1000,1,Nov
12721,6,323,1000,133,1000,1,Nov
13373,3,215,1000,135,1000,1,Oct
14031,19,365,1000,119,1000,1,Dec
13880,13,345,1000,125,1000,1,Nov
12753,6,339,1000,132,1000,1,Nov
16871,6,248,1000,131,1000,1,Nov
17068,21,355,1000,116,1000,2,Nov
13815,4,296,1000,132,1000,1,Nov
12437,18,329,1000,118,1000,1,Dec
16755,3,201,1000,133,1000,1,Aug
13340,7,231,1000,128,1000,1,Oct
17444,3,25,1000,132,1000,1,Jul
16497,6,283,1000,128,1000,1,Oct
16837,11,214,1000,123,1000,1,Nov
16393,13,365,1000,120,1000,1,Dec
15755,6,284,1000,127,1000,1,Nov
12480,4,307,1000,129,1000,1,Nov
15051,3,127,1000,130,1000,1,Nov
14388,8,362,1000,124,1000,1,Nov
14221,9,296,1000,123,1000,1,Oct
12357,1,1,1000,131,1000,1,Nov
13555,4,128,1000,128,1000,1,Sep
14842,4,264,1000,128,1000,1,Oct
13362,4,278,1000,128,1000,1,Nov
13126,8,361,1000,124,1000,1,Dec
14907,7,364,1000,125,1000,1,Dec
13394,8,308,1000,124,1000,1,Dec
13804,7,259,1000,124,1000,1,Nov
15708,7,328,1000,124,1000,1,Oct
14092,14,350,1000,117,1000,1,Dec
15544,9,363,1000,122,1000,1,Nov
14735,32,354,1000,99,1000,2,Dec
13949,6,91,1000,124,1000,1,Dec
17652,12,255,1000,118,1000,1,Nov
18223,14,353,1000,116,1000,1,Dec
12583,15,365,1000,115,1000,1,Dec
15281,9,274,1000,121,1000,1,Oct
13384,7,147,1000,123,1000,1,Nov
15078,32,361,1000,97,1000,2,Dec
13911,9,251,1000,120,1000,1,Oct
12613,5,204,1000,124,1000,1,Oct
17314,8,287,1000,120,1000,1,Nov
13517,3,120,1000,125,1000,1,Oct
17091,9,365,1000,119,1000,1,Dec
14952,11,304,1000,117,1000,1,Oct
16240,2,53,1000,126,1000,1,Nov
13422,1,1,1000,127,1000,1,Oct
16316,8,293,1000,120,1000,1,Oct
15157,3,354,1000,125,1000,1,Dec
15687,9,321,1000,119,1000,1,Dec
14227,10,258,1000,117,1000,1,Nov
15527,8,335,992,127,992,1,Nov
15298,12,364,1000,115,1000,1,Dec
12520,5,194,1000,121,1000,1,Sep
13971,8,266,1000,118,1000,1,Nov
17719,15,217,1000,111,1000,1,Nov
17725,11,250,1000,115,1000,1,Nov
17404,15,356,1000,111,1000,1,Dec
13632,5,218,1000,121,1000,1,Nov
14401,13,355,1000,113,1000,1,Dec
17288,7,349,1000,118,1000,1,Nov
14462,11,273,964,150,964,1,Oct
14696,7,365,1000,117,1000,1,Dec
16905,7,365,1000,117,1000,1,Dec
14112,7,253,1000,117,1000,1,Nov
15521,8,214,1000,116,1000,1,Oct
12569,32,250,1000,92,1000,2,Dec
13365,2,184,1000,122,1000,1,Nov
18065,14,358,1000,110,1000,1,Dec
17673,6,318,1000,118,1000,1,Dec
13985,15,260,1000,108,1000,1,Dec
12685,6,65,1000,117,1000,1,Nov
15811,6,343,1000,117,1000,1,Nov
16303,3,307,1000,119,1000,1,Nov
16283,5,202,1000,117,1000,1,Dec
12449,4,164,1000,118,1000,1,Nov
14382,1,1,1000,121,1000,1,Nov
17203,6,24,1000,116,1000,1,Nov
15494,2,99,1000,120,1000,1,Nov
13952,2,20,1000,120,1000,1,May
17612,6,244,1000,116,1000,1,Oct
16633,6,216,1000,115,1000,1,Nov
12731,12,341,1000,109,1000,1,Nov
17504,9,116,1000,112,1000,1,May
12524,8,324,1000,113,1000,1,Nov
13078,26,363,1000,95,1000,2,Dec
15189,41,331,1000,80,1000,2,Dec
17700,4,264,1000,116,1000,1,Nov
15701,4,108,923,193,923,1,Dec
17069,9,345,1000,111,1000,1,Nov
13704,9,83,1000,111,1000,1,Dec
18172,20,275,1000,100,1000,1,Nov
16422,51,351,1000,68,1000,2,Nov
13113,24,365,1000,95,1000,2,Dec
12668,4,343,1000,115,1000,1,Nov
14930,3,165,1000,116,1000,1,Aug
16983,7,356,1000,112,1000,1,Nov
14503,6,175,1000,113,1000,1,Dec
13764,3,266,932,183,932,1,Sep
15061,48,365,1000,70,1000,2,Dec
13159,4,106,1000,114,1000,1,Dec
16464,3,122,963,152,963,1,Nov
16477,7,307,1000,111,1000,1,Oct
13141,5,230,1000,113,1000,1,Sep
13771,4,182,1000,114,1000,1,Oct
17567,8,365,1000,110,1000,1,Dec
15125,15,245,1000,102,1000,1,Nov
16156,9,302,1000,108,1000,1,Dec
12678,12,311,1000,105,1000,1,Oct
15874,7,220,1000,110,1000,1,Oct
14418,3,104,1000,114,1000,1,Dec
17160,6,210,1000,111,1000,1,Nov
14341,8,273,1000,109,1000,1,Oct
14766,6,358,1000,111,1000,1,Dec
15214,8,241,1000,109,1000,1,Dec
14854,7,196,1000,110,1000,1,Sep
14810,11,328,1000,106,1000,1,Oct
15987,7,356,1000,110,1000,1,Nov
12727,7,309,1000,109,1000,1,Nov
14482,6,220,1000,110,1000,1,Nov
16253,2,188,1000,114,1000,1,Oct
16258,5,173,1000,111,1000,1,Oct
17744,6,354,1000,110,1000,1,Dec
13047,10,342,1000,106,1000,1,Nov
17863,6,310,1000,110,1000,1,Oct
13246,6,312,1000,110,1000,1,Nov
15220,6,229,1000,110,1000,1,Oct
14321,5,322,1000,111,1000,1,Nov
16011,16,357,1000,99,1000,1,Dec
17722,4,270,1000,111,1000,1,Sep
14565,4,265,1000,111,1000,1,Sep
18210,6,265,1000,109,1000,1,Dec
15632,8,259,1000,107,1000,1,Nov
15228,4,228,1000,110,1000,1,Oct
18180,6,137,1000,108,1000,1,Dec
17218,10,363,958,146,958,1,Dec
13999,12,351,1000,102,1000,1,Nov
17629,8,354,1000,106,1000,1,Dec
15491,6,140,1000,108,1000,1,Sep
14733,12,351,1000,102,1000,1,Nov
16719,7,353,1000,107,1000,1,Nov
17644,11,259,1000,102,1000,1,Dec
13426,10,358,1000,103,1000,1,Dec
12578,2,308,1000,111,1000,1,Nov
14944,12,266,1000,101,1000,1,Nov
14732,8,330,1000,105,1000,1,Dec
17858,12,363,1000,101,1000,1,Dec
13883,5,242,1000,108,1000,1,Nov
13090,14,364,1000,98,1000,1,Dec
12397,2,99,1000,110,1000,1,Nov
12877,12,354,1000,100,1000,1,Dec
16170,6,197,1000,106,1000,1,Oct
18077,11,358,1000,101,1000,1,Dec
16701,13,352,1000,99,1000,1,Dec
14626,4,209,1000,108,1000,1,Nov
12432,5,129,1000,107,1000,1,Oct
14653,7,337,950,154,950,1,Dec
15673,4,238,1000,107,1000,1,Sep
15172,5,227,1000,106,1000,1,Dec
13758,7,361,1000,104,1000,1,Nov
14132,11,181,1000,100,1000,1,Dec
15290,18,354,1000,93,1000,1,Dec
17071,9,281,1000,102,1000,1,Nov
14135,15,365,1000,95,1000,1,Dec
13021,9,354,1000,101,1000,1,Dec
17750,9,158,1000,101,1000,1,Dec
12347,7,365,1000,103,1000,1,Dec
16722,13,351,1000,96,1000,1,Nov
14243,10,357,1000,99,1000,1,Dec
14004,7,245,1000,102,1000,1,Oct
16407,10,299,1000,99,1000,1,Nov
14841,6,305,1000,103,1000,1,Oct
12839,14,364,1000,95,1000,1,Dec
15251,11,232,1000,97,1000,1,Nov
12709,15,351,1000,93,1000,1,Nov
14360,4,62,1000,104,1000,1,Nov
12456,3,210,1000,105,1000,1,Oct
17017,20,365,1000,88,1000,1,Dec
12360,3,148,1000,105,1000,1,Oct
13908,4,196,1000,104,1000,1,Sep
16029,63,335,1000,44,1000,2,Nov
17434,7,82,1000,100,1000,1,Dec
15514,11,352,1000,96,1000,1,Nov
17672,2,259,1000,105,1000,1,Oct
13267,19,364,1000,88,1000,1,Dec
16841,6,250,1000,101,1000,1,Nov
18075,10,337,1000,97,1000,1,Nov
12562,7,190,1000,99,1000,1,Dec
13317,6,292,1000,100,1000,1,Oct
13178,11,334,1000,95,1000,1,Nov
14334,8,341,1000,98,1000,1,Nov
15641,4,253,1000,102,1000,1,Aug
14110,12,263,1000,94,1000,1,Dec
16279,3,155,1000,102,1000,1,Nov
12423,8,352,1000,97,1000,1,Dec
14060,19,365,1000,86,1000,1,Dec
18257,8,256,1000,97,1000,1,Oct
18272,6,244,1000,99,1000,1,Dec
13093,8,97,1000,97,1000,1,Mar
15845,8,319,1000,97,1000,1,Nov
13862,8,314,1000,97,1000,1,Nov
12553,10,321,1000,95,1000,1,Dec
14215,6,356,1000,98,1000,1,Nov
14868,8,230,1000,96,1000,1,Dec
16678,12,280,1000,92,1000,1,Dec
18079,4,193,1000,99,1000,1,Oct
12395,12,351,1000,91,1000,1,Nov
16726,5,335,977,121,977,1,Nov
16626,17,265,1000,86,1000,1,Dec
13983,12,337,1000,91,1000,1,Nov
18235,3,145,1000,100,1000,1,Sep
17092,4,227,1000,99,1000,1,Oct
13224,2,91,1000,101,1000,1,Oct
13481,5,211,1000,98,1000,1,Oct
14299,9,357,1000,94,1000,1,Dec
16638,10,346,1000,92,1000,1,Nov
14852,6,193,1000,96,1000,1,Oct
17043,4,234,998,100,998,1,Nov
17442,6,253,1000,96,1000,1,Nov
15679,4,158,1000,98,1000,1,Nov
12607,1,1,1000,101,1000,1,Oct
17293,9,352,1000,93,1000,1,Dec
17838,5,345,1000,96,1000,1,Nov
12669,3,105,1000,98,1000,1,Jul
15932,8,285,1000,93,1000,1,Dec
13895,4,136,1000,97,1000,1,Nov
13196,4,250,1000,97,1000,1,Nov
16525,26,364,1000,75,1000,2,Dec
17368,8,314,1000,93,1000,1,Nov
14493,5,147,1000,95,1000,1,Dec
15819,4,227,1000,96,1000,1,Oct
14837,4,111,1000,96,1000,1,Sep
13136,5,156,1000,94,1000,1,Oct
16186,12,349,1000,87,1000,1,Nov
13870,8,285,1000,91,1000,1,Dec
16912,11,294,1000,88,1000,1,Nov
14305,3,64,1000,96,1000,1,Sep
17159,3,150,1000,96,1000,1,Nov
17164,7,240,1000,92,1000,1,Nov
14544,2,337,1000,97,1000,1,Nov
17422,6,279,1000,93,1000,1,Nov
13849,2,119,1000,97,1000,1,Oct
18198,17,332,1000,81,1000,1,Dec
13134,4,154,1000,94,1000,1,Sep
18044,10,356,1000,88,1000,1,Dec
12635,2,65,1000,96,1000,1,Sep
16875,5,272,1000,93,1000,1,Oct
16180,8,152,1000,90,1000,1,Aug
13717,6,266,1000,92,1000,1,Nov
13536,7,74,1000,91,1000,1,Dec
15237,4,225,1000,94,1000,1,Dec
14250,3,82,1000,94,1000,1,Dec
15105,7,116,1000,90,1000,1,Nov
16150,5,329,1000,91,1000,1,Oct
13924,6,70,1000,90,1000,1,Dec
16743,7,329,1000,89,1000,1,Nov
15179,5,300,1000,91,1000,1,Nov
13658,5,194,1000,91,1000,1,Nov
12779,8,333,1000,88,1000,1,Nov
14211,9,241,1000,87,1000,1,Oct
